id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
361,4.90469e-16,0.0,9.67181e-18,2.8015e-05,3.13295e-14,4.08311e-16,1.5708e-19,7.95296e-08,1.40151e-15,0.0,0.220224,0.0,2.69965e-16,1.85182e-31,0.0,4.60946e-32,4.94703e-11,8.61996e-16,1.3644e-21,0.0,1.24845e-27,1.29889e-22,1.61079e-12,5.21642e-22,3.28665e-14,1.15519e-29,3.69316e-06,7.48274e-13,3.73698e-10,2.52563e-22,3.4243e-14,1.34247e-08,8.07551e-19,2.08115e-28,9.38438e-14,1.93621e-27,2.2884e-15,1.20052e-36,1.56239e-23,7.05964e-22,1.43761e-28,0.0,2.43962e-16,0.019714,2.79578e-11,5.50095e-27,0.00586329,0.0,0.0,2.86273e-13,9.35493e-09,0.503787,1.33505e-05,1.19794e-07,0.00658303,2.04679e-11,7.01934e-08,1.06696e-13,3.1365e-08,4.50954e-19,4.59812e-08,1.01029e-20,5.80957e-05,3.62748e-22,0.0273486,2.27585e-06,7.78352e-14,1.50901e-22,0.000209061,0.00069884,1.00541e-09,1.80322e-10,1.46657e-29,9.33488e-10,1.58105e-05,7.94816e-08,2.74313e-14,1.55473e-08,4.36037e-17,1.34392e-12,8.30096e-14,8.93176e-05,1.07628e-16,3.46513e-06,7.68616e-19,5.64741e-13,0.000288988,6.06519e-12,2.49276e-22,1.74417e-27,4.1188e-06,7.35826e-32,0.155474,1.22943e-15,4.96616e-14,0.0,0.0595908,7.10814e-13,6.53104e-31
368,0.0,0.0,5.73741e-05,0.0,0.0,0.588047,4.12267e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.00894e-21,0.0,0.0,0.0,0.0,0.0,8.03403e-18,5.78857e-11,0.0,9.64884e-24,2.96734e-21,0.0,1.84027e-37,9.46718e-05,0.0,1.09716e-06,3.03654e-17,0.0,0.0,4.22803e-06,9.74354e-08,1.27281e-26,0.0,0.0,2.19122e-22,8.55481e-20,0.0,0.410647,6.50086e-22,5.26008e-28,1.1672e-36,1.3853e-21,0.0,0.0,0.0,4.4848e-19,3.22144e-26,5.39428e-26,0.0,1.65326e-38,1.65085e-35,0.000134996,9.64402e-32,1.79227e-38,2.43917e-08,0.0,8.22824e-28,3.55633e-35,4.58439e-07,0.0,0.0,3.72393e-10,0.000610076,1.88149e-16,1.74252e-10,0.000318694,1.48702e-06,4.85022e-05,3.26295e-12,0.0,0.0,7.23745e-13,1.32049e-16,2.11471e-10,0.0,1.10422e-19,9.62884e-09,2.32886e-05,1.85878e-17,0.0,0.0,3.60835e-18,1.09325e-05,1.98575e-11,0.0,1.67671e-32,0.0,1.9686e-31,0.0,0.0,0.0,1.19331e-16,0.0,0.0
370,1.26908e-25,0.0,5.38715e-11,7.04356e-16,2.66887e-10,5.93283e-09,1.54989e-34,1.57446e-22,0.0,0.0,1.53999e-06,0.0,0.0,0.0,0.0,0.0,2.2745e-22,2.40067e-30,4.49794e-12,0.0,0.0,2.49961e-14,6.17649e-17,1.20826e-25,2.48666e-07,8.19423e-25,3.0539e-21,3.42811e-06,4.73282e-08,0.0,2.14758e-11,8.48885e-13,3.02459e-35,0.0,2.08534e-09,8.38432e-13,1.14195e-27,0.0,1.85074e-35,3.40401e-20,4.07064e-32,0.0,7.4519e-08,0.0277124,2.4426e-12,0.0,1.29461e-08,0.0,0.0,2.43901e-18,3.37914e-16,1.42717e-05,3.37059e-14,7.345e-22,0.0131014,1.56155e-26,0.000103227,3.10393e-20,2.99813e-17,2.29007e-21,1.43751e-13,9.99592e-06,1.90294e-05,8.87027e-16,6.04692e-08,1.21005e-07,6.36466e-09,2.15794e-19,0.49217,0.0105346,1.51832e-07,3.80665e-09,2.68723e-23,0.0166428,4.45778e-10,0.000572161,0.000692112,4.14695e-09,3.00088e-18,9.87071e-34,1.1565e-20,0.000621667,1.62848e-15,9.76683e-11,0.0,4.50407e-25,1.12336e-06,9.61495e-12,7.7523e-08,2.40988e-30,0.345085,0.0,3.25655e-05,1.77024e-33,0.0,0.0,0.0917036,0.000978083,0.0
372,1.05284e-23,0.0,0.0,1.14675e-20,4.67347e-38,0.0,8.1456e-26,8.22377e-05,0.00113331,1.78875e-25,3.81072e-12,0.886572,8.67047e-06,8.39612e-11,0.000286894,0.0,7.02479e-09,6.028e-09,9.80076e-34,1.70894e-22,3.88847e-16,0.0,1.43348e-37,0.0,0.0,0.0,2.71968e-08,1.03668e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85289e-37,0.0,0.0,0.0,0.0,3.95069e-17,0.0,1.10397e-19,1.5555e-19,0.0,1.54793e-20,4.45732e-13,0.000273641,1.28474e-08,1.56447e-24,4.49625e-17,1.11945e-15,3.64486e-11,1.66168e-22,4.91524e-24,6.54241e-38,1.96917e-16,2.46167e-08,0.0,1.09727e-07,0.0,3.03889e-15,0.0,3.58014e-18,6.80474e-33,0.0,0.0,1.95155e-33,6.5253e-28,0.0,1.76018e-36,0.0,0.0,3.29919e-12,1.22202e-23,0.0,1.69445e-24,0.0,7.65005e-15,4.57272e-27,1.5504e-29,0.0,7.58445e-21,2.20289e-14,8.72884e-30,2.75732e-19,0.0,0.0,1.3576e-14,7.87756e-35,2.79025e-11,3.82087e-12,0.0145333,4.76563e-08,0.09711,2.66449e-23,1.62829e-37,4.37769e-25
373,0.00148955,6.06113e-05,5.14767e-34,2.93422e-08,7.16594e-10,1.78476e-37,3.88456e-31,5.56658e-11,4.09206e-10,0.0110691,7.26147e-08,1.19245e-16,6.11923e-07,2.66016e-22,2.81859e-22,0.0,5.32551e-08,8.31731e-26,2.97451e-28,2.65658e-12,0.958413,1.117e-32,1.68773e-29,3.51584e-14,1.32609e-23,5.71445e-36,5.71258e-05,4.13556e-28,6.85709e-27,1.39856e-24,2.74995e-29,1.50884e-19,6.43269e-18,3.91929e-32,5.04745e-29,0.0,1.14964e-24,9.47911e-27,4.96599e-15,2.84728e-28,2.51863e-38,0.0277317,3.3955e-38,7.14742e-17,8.11985e-30,3.53894e-36,1.62219e-14,8.40228e-14,1.99872e-07,9.27349e-19,2.57484e-23,2.9811e-11,5.65927e-18,5.65412e-15,3.11355e-10,7.37815e-18,1.59858e-27,4.53743e-31,1.23787e-20,0.0,3.24203e-19,1.86498e-37,9.327e-18,0.0,2.4838e-07,6.77361e-10,2.46959e-36,0.0,1.24327e-18,4.33355e-21,5.54743e-27,5.09557e-31,0.0,3.48558e-29,1.1525e-07,4.99587e-13,7.07283e-31,1.55471e-27,1.19505e-38,9.64606e-13,1.99969e-31,1.58259e-22,2.26828e-38,2.27496e-22,5.98202e-08,0.000737055,2.03601e-20,4.76009e-29,0.0,1.89075e-29,9.78969e-16,2.74974e-15,1.27114e-12,1.36856e-17,1.12477e-08,6.72702e-15,1.36049e-16,2.06454e-23,0.000439877
378,0.0,0.0,5.0514e-21,7.60319e-27,0.0,1.23078e-10,2.29852e-09,2.60546e-29,0.0,0.0,1.59303e-28,0.0,0.0,0.0,0.0,6.68378e-13,0.0,4.01597e-19,0.0,0.0,0.0,0.0,0.156985,0.0,0.0,0.0,7.31721e-37,4.42265e-38,1.04449e-08,2.0853e-25,1.96535e-15,2.91494e-13,2.10276e-32,1.53003e-24,2.60935e-17,1.02744e-35,4.05454e-10,0.0,0.0,0.0,9.69344e-27,0.0,2.62076e-12,6.40709e-15,1.36551e-13,6.42125e-12,1.37058e-09,0.0,0.0,0.0,0.00626645,2.65834e-15,8.25916e-07,5.59106e-14,6.45793e-36,6.3755e-13,9.23326e-05,3.80849e-09,4.73851e-14,0.519931,1.18419e-26,0.0,7.06351e-25,6.48651e-09,1.3732e-29,0.0,6.37225e-09,4.82759e-07,9.75019e-19,1.18342e-06,1.61782e-07,0.0229419,5.47456e-18,3.55124e-17,0.0,0.0,1.36704e-29,3.34438e-06,0.152401,3.23884e-24,0.120227,0.000119227,0.018149,0.00287503,0.0,0.0,1.56553e-06,3.74891e-06,3.74966e-27,0.0,2.27363e-38,0.0,1.66463e-18,0.0,2.60556e-36,0.0,1.44533e-11,0.0,0.0
381,0.0,0.0,0.0530585,0.0,0.0,0.00400615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.97136e-30,0.0,0.0,0.0,0.0,0.0,4.85154e-07,3.0449e-19,0.0,3.31334e-14,3.63325e-09,0.0,2.18584e-35,8.65821e-07,0.0,3.47514e-06,3.44063e-19,0.0,0.0,0.000205905,0.930933,4.73639e-34,0.0,0.0,1.15683e-13,6.11592e-19,0.0,0.0117906,1.95568e-24,5.53588e-36,0.0,5.18169e-26,0.0,0.0,0.0,5.6709e-28,1.55789e-28,5.10013e-34,0.0,7.31547e-34,0.0,5.12492e-09,0.0,0.0,3.39653e-18,0.0,4.41671e-19,5.40947e-37,2.26981e-14,1.00468e-37,6.84506e-35,3.60425e-16,2.57849e-10,1.70116e-15,1.73635e-14,9.12102e-07,1.41381e-13,4.07557e-07,4.4443e-13,0.0,0.0,1.33357e-07,3.22927e-24,1.33259e-20,0.0,3.25268e-31,1.65944e-13,2.26592e-13,1.22377e-25,0.0,0.0,1.46969e-24,8.95077e-10,1.49639e-10,0.0,7.93527e-26,0.0,3.57208e-34,0.0,0.0,0.0,4.13048e-19,5.4753e-38,0.0
384,0.0,0.0,4.71894e-23,3.51244e-16,0.0,1.4108e-13,2.85762e-10,7.20137e-15,1.35982e-26,0.0,4.96562e-13,0.0,4.7256e-30,6.49721e-38,0.0,1.17188e-23,3.0492e-33,5.35806e-11,0.0,0.0,0.0,0.0,4.62776e-05,0.0,2.2388e-32,0.0,3.95399e-20,1.51133e-22,4.33299e-10,3.19844e-26,2.2717e-17,8.29508e-12,7.9608e-29,7.41377e-29,2.23493e-18,3.06759e-36,2.41802e-12,0.0,0.0,2.45068e-38,4.37455e-33,0.0,1.75832e-14,9.47522e-06,1.74419e-06,4.26408e-18,0.000252585,0.0,0.0,4.81547e-28,0.0109935,2.93101e-06,0.0166583,2.84139e-07,5.249e-19,8.70485e-11,0.00016035,9.79067e-05,2.30631e-05,1.32803e-07,8.67328e-12,4.75125e-36,5.0379e-11,2.48818e-12,1.68574e-15,8.25113e-27,7.84436e-08,4.78075e-14,4.13284e-11,0.00603967,6.65602e-09,0.00149998,7.00615e-26,9.45088e-12,4.75335e-26,2.11936e-32,4.6838e-24,0.00699958,1.49889e-05,9.35451e-17,0.00365603,0.021609,3.04248e-07,0.783887,2.28883e-32,0.0,0.147921,4.28655e-09,1.1663e-23,0.0,5.235e-23,0.0,9.99354e-07,8.33782e-22,1.9224e-23,0.0,0.000125674,1.28108e-33,0.0
385,4.10744e-07,0.377781,1.07216e-29,3.16343e-09,4.59907e-13,2.79087e-36,1.79952e-33,3.36276e-16,1.17844e-14,1.88518e-05,4.35773e-12,3.06108e-23,6.71956e-10,3.02993e-26,1.05719e-27,0.0,4.87971e-14,2.72703e-32,5.92512e-37,2.51797e-10,0.0179825,6.94385e-26,1.12866e-29,3.64693e-09,1.52278e-20,1.66671e-25,1.84462e-08,7.29574e-34,2.36906e-25,1.24312e-20,7.4307e-26,4.14283e-18,4.03279e-14,2.2403e-27,1.39493e-25,0.0,2.98701e-23,1.95648e-15,3.447e-08,1.16544e-20,6.78031e-31,0.512817,2.83911e-37,6.17065e-21,2.97224e-36,1.47044e-34,1.59751e-16,3.35945e-14,4.13554e-11,1.03649e-27,2.69215e-25,4.36091e-14,2.70167e-21,2.16976e-18,1.39107e-13,3.47091e-18,9.99416e-29,2.34983e-37,7.35568e-27,0.0,9.37649e-27,0.0,9.9823e-24,0.0,8.20692e-10,1.40388e-10,0.0,0.0,3.57325e-20,1.90818e-23,8.34265e-26,7.66792e-33,0.0,1.24757e-31,2.63189e-13,1.04416e-18,7.45556e-30,8.80028e-32,0.0,3.46229e-14,2.16284e-34,1.49538e-24,0.0,1.1442e-25,2.28239e-08,0.000824929,2.54793e-24,1.15757e-27,0.0,0.0,7.36194e-18,5.66553e-24,2.05094e-17,7.96684e-25,3.73464e-11,7.55004e-22,2.02767e-19,3.40101e-28,0.0905749
391,5.09819e-25,0.0,8.61947e-08,2.81306e-05,4.56646e-21,2.29301e-08,9.30946e-18,8.09269e-13,6.89059e-22,0.0,8.73443e-05,0.0,1.13517e-21,1.9559e-37,0.0,3.60965e-21,1.29277e-19,6.09667e-20,5.14141e-32,0.0,2.33189e-37,7.03684e-12,4.99536e-07,6.73688e-19,2.31097e-08,2.84351e-15,1.79189e-10,3.83694e-16,0.00366106,1.00477e-15,1.95353e-05,0.00307588,1.388e-13,3.38677e-20,4.57563e-05,7.78705e-17,6.98483e-10,3.54419e-25,1.46045e-17,8.25606e-11,4.89554e-16,0.0,7.01095e-09,0.00297967,1.51512e-13,8.63947e-21,0.119236,0.0,0.0,4.36721e-23,3.63633e-06,0.233921,2.08397e-05,7.08848e-09,2.14224e-05,6.28717e-09,0.00190318,1.10081e-15,1.05909e-11,2.34612e-12,5.43549e-14,1.65796e-18,9.33151e-09,7.24494e-17,0.000614721,1.13615e-06,5.26659e-11,6.20242e-14,0.0223584,0.128836,0.00515915,2.4871e-06,4.12637e-18,2.28559e-07,2.28529e-12,2.1757e-14,8.87479e-09,7.04118e-08,1.66099e-12,2.96579e-13,1.98201e-11,0.0737844,1.73953e-10,5.77055e-05,2.48087e-21,6.76365e-16,0.000501846,7.72834e-05,5.23394e-18,0.0,1.2477e-06,0.0,0.000384247,2.37792e-23,1.36274e-17,0.0,0.403217,7.42592e-17,8.21641e-35
395,4.45764e-12,1.03411e-15,1.5598e-07,0.00187844,2.72756e-10,1.75972e-14,1.97974e-25,1.39399e-15,3.40388e-20,0.0,1.51085e-06,0.0,1.15549e-16,2.59396e-35,0.0,1.25996e-23,7.72508e-17,3.04529e-29,1.22003e-32,4.91912e-30,2.40904e-18,0.000341512,3.42211e-14,0.149555,0.0024542,0.00758179,1.68837e-08,1.50009e-22,8.29374e-07,1.35599e-11,4.16561e-06,0.000355929,7.34814e-07,7.70815e-17,2.18787e-05,2.10451e-16,5.03939e-12,5.16369e-05,0.653781,0.1437,2.43081e-11,6.75362e-35,3.43215e-15,8.84197e-10,1.38797e-25,2.36804e-24,4.20976e-06,0.0,0.0,1.62664e-27,1.2485e-13,5.55809e-05,1.98044e-12,1.40246e-13,1.71907e-05,6.74711e-11,3.4877e-11,2.25918e-28,4.88498e-21,1.0673e-21,3.62344e-22,3.53721e-20,1.52441e-15,7.70143e-29,0.00222046,0.0371848,5.60738e-22,8.3649e-22,7.64412e-06,7.88294e-09,2.47877e-07,7.4999e-16,4.91269e-22,1.44401e-14,2.03403e-11,2.38718e-13,4.45902e-10,1.60563e-18,9.88939e-24,9.25976e-13,5.88366e-22,2.22663e-09,5.05352e-20,7.8062e-14,8.11571e-14,0.000777657,1.20435e-12,1.69407e-09,2.00646e-26,0.0,2.96184e-06,0.0,1.18406e-09,1.31503e-27,1.07125e-14,0.0,6.96837e-07,7.00591e-18,5.10278e-15
399,2.87102e-24,0.0,6.44846e-24,7.13254e-14,2.08353e-16,3.1257e-17,3.18065e-26,1.34145e-12,1.5254e-26,0.0,0.00273333,0.0,3.19605e-31,0.0,0.0,0.0,7.1441e-15,1.57923e-17,1.08817e-12,0.0,0.0,1.39731e-32,5.4994e-17,9.63006e-38,3.29753e-20,0.0,4.22449e-14,7.86238e-07,1.85161e-14,0.0,6.30814e-21,3.14699e-16,3.50782e-36,0.0,6.53074e-20,1.83289e-30,3.34299e-26,0.0,0.0,5.65682e-36,0.0,0.0,1.52133e-16,0.543098,1.71332e-06,0.0,9.96793e-07,0.0,0.0,1.64767e-09,1.42264e-12,0.00119056,1.25152e-08,1.31167e-13,0.000907322,1.07275e-21,8.12637e-08,2.70489e-11,8.1572e-08,3.52131e-22,4.94983e-05,5.76194e-17,0.0982122,6.84171e-19,8.02239e-07,7.16891e-12,3.59194e-10,3.77191e-25,5.65237e-05,0.00130759,1.90011e-13,4.10209e-10,1.08525e-34,9.58255e-07,2.30503e-06,5.59619e-05,5.04511e-15,3.50194e-06,2.93404e-17,5.96174e-25,1.44652e-15,6.4019e-05,9.51578e-18,5.22197e-07,5.92956e-38,7.30344e-26,0.00138899,1.1567e-16,1.48233e-16,1.12448e-19,2.32849e-06,2.53448e-38,0.295566,2.73592e-19,8.69523e-28,0.0,0.0553555,3.82393e-08,0.0
400,2.65156e-22,0.0,5.11412e-21,3.43284e-12,1.29095e-14,8.97273e-16,9.43535e-26,1.75809e-12,8.90093e-26,0.0,0.00731694,0.0,1.06322e-29,0.0,0.0,0.0,1.68392e-14,2.36946e-18,1.75577e-13,0.0,0.0,2.4579e-28,6.2089e-16,4.79464e-33,3.16342e-17,0.0,4.47641e-13,2.57774e-07,1.18419e-12,4.66515e-36,2.47387e-18,3.61251e-14,1.04747e-32,0.0,2.71511e-17,1.57293e-27,3.27956e-24,0.0,0.0,2.52911e-31,0.0,0.0,3.46528e-15,0.55515,1.25048e-07,4.94813e-38,6.27713e-06,0.0,0.0,1.24933e-10,4.98433e-12,0.00518283,2.08189e-08,3.58929e-13,0.00555847,3.74168e-20,3.82201e-07,2.04301e-12,1.32926e-08,2.6316e-21,4.25052e-06,7.87515e-16,0.0285352,8.13719e-19,1.06001e-05,6.38208e-10,2.46275e-10,8.84664e-24,0.0005203,0.00338528,8.3863e-12,9.20698e-10,3.20627e-32,2.16542e-06,4.36318e-06,9.40822e-05,3.38798e-13,1.36626e-06,4.4225e-17,1.84993e-23,1.42045e-15,0.000192852,4.84181e-17,5.68272e-07,1.71916e-35,5.76181e-23,0.00105339,5.57711e-15,3.61024e-16,1.36063e-21,3.2245e-05,4.77778e-38,0.247305,7.60538e-20,2.44226e-26,0.0,0.145642,6.88973e-08,0.0
401,0.327329,0.000209866,3.81368e-29,2.1372e-06,1.05864e-05,2.63903e-33,1.26505e-30,1.72227e-10,1.08705e-10,0.000564429,7.62174e-06,4.7208e-20,1.32805e-07,3.75683e-24,2.99887e-27,0.0,8.28329e-07,7.78344e-26,1.21648e-24,4.94525e-15,0.495216,7.52195e-27,3.39872e-27,1.09839e-09,1.37227e-18,6.75743e-30,0.000483989,7.00925e-25,3.01145e-23,7.50474e-23,3.86896e-25,1.19696e-16,5.25552e-16,2.00667e-30,1.2363e-24,0.0,5.50995e-23,6.44314e-23,1.59318e-11,3.48311e-23,2.8812e-34,5.08849e-06,6.96304e-34,2.30828e-14,4.29073e-28,2.65533e-35,1.87856e-12,1.61965e-18,5.1862e-13,1.83176e-17,1.1166e-21,4.38349e-09,1.22505e-16,2.62595e-14,3.09102e-07,8.85171e-17,2.62609e-24,3.85515e-30,7.51108e-20,4.05866e-37,4.98496e-18,3.21859e-32,1.38111e-15,0.0,4.96285e-05,1.59991e-06,2.67369e-33,0.0,3.54065e-15,2.88907e-18,2.05842e-23,3.02974e-28,0.0,1.63708e-25,1.42453e-05,9.5324e-10,5.49292e-26,2.15782e-25,2.4267e-36,1.66429e-12,5.24389e-30,9.96507e-20,1.8482e-35,1.44001e-20,1.92248e-08,0.176021,2.25435e-18,9.39686e-26,0.0,3.61815e-28,6.59544e-12,2.91008e-15,1.10422e-10,7.04641e-18,4.92336e-09,1.03704e-17,7.00287e-14,2.13838e-19,8.33474e-05
402,0.0,0.0,0.0,2.29929e-19,0.0,3.47957e-29,1.18618e-09,4.68103e-09,4.33458e-17,0.0,2.82484e-13,0.0,1.53067e-21,5.83544e-25,0.0,1.99579e-37,3.37478e-27,0.00183286,0.0,0.0,0.0,0.0,4.92271e-13,0.0,0.0,0.0,7.50645e-17,7.58945e-26,8.12077e-24,5.50296e-35,1.59167e-34,2.69811e-22,2.55492e-37,0.0,3.07866e-36,0.0,3.82421e-19,0.0,0.0,0.0,0.0,0.0,3.09537e-30,5.23777e-09,2.09186e-05,6.47166e-23,2.2913e-08,0.0,0.0,2.91763e-20,3.82949e-06,2.57099e-09,0.00453284,6.00987e-05,3.61055e-23,2.99482e-13,3.19684e-14,0.191399,0.799585,7.04765e-17,1.6715e-06,0.0,1.09358e-10,1.51206e-22,2.12459e-18,1.336e-34,3.56608e-15,3.17186e-28,4.78841e-20,1.08068e-09,4.43839e-22,1.93281e-11,0.0,3.95015e-21,6.27247e-24,4.55243e-34,0.0,9.50164e-06,3.3914e-12,2.35849e-14,2.27689e-05,1.39519e-09,2.59308e-17,0.00205845,3.4983e-27,0.0,0.000472397,9.54973e-22,1.31757e-37,0.0,2.1258e-31,0.0,6.80004e-07,3.90033e-11,4.17747e-17,0.0,5.22583e-10,0.0,0.0
403,2.57712e-33,0.0,5.64191e-25,1.31569e-07,5.86751e-37,1.11564e-18,1.62411e-09,1.43028e-05,7.9354e-12,0.0,2.71953e-05,0.0,4.23895e-13,6.59524e-22,0.0,2.31787e-26,1.29688e-17,3.45458e-07,0.0,0.0,9.95254e-37,2.40151e-37,6.5657e-08,0.0,8.83103e-28,0.0,9.24111e-08,9.32395e-20,3.38038e-12,5.24042e-20,1.2229e-18,5.85015e-10,9.90978e-20,2.49855e-24,1.60317e-19,0.0,1.64547e-10,0.0,3.98647e-36,8.54531e-34,2.32303e-32,0.0,1.12673e-19,0.000454348,1.06448e-07,3.32488e-17,0.0586172,0.0,0.0,1.2801e-17,0.00280966,0.0325024,0.697138,0.0321053,2.38082e-11,2.65157e-06,6.23434e-08,5.57142e-06,0.00973742,3.23595e-13,6.23975e-07,9.4088e-35,2.71965e-07,6.60763e-20,2.95178e-07,3.91692e-17,1.0966e-12,1.32828e-20,1.28023e-09,0.000378896,2.57445e-11,7.5075e-08,6.03835e-32,9.24679e-14,7.3201e-14,2.35461e-21,2.46293e-24,3.01315e-05,3.84615e-11,1.98663e-07,6.0111e-06,0.00029467,4.77929e-13,0.0811865,2.07064e-15,3.60517e-25,0.0675806,8.23032e-12,7.51724e-29,8.0317e-37,5.44354e-17,0.0,0.0157269,2.94881e-11,1.07279e-09,0.0,0.00138031,1.26943e-26,7.94089e-34
405,5.89815e-32,5.12159e-24,4.61957e-19,0.000373039,0.0,2.97231e-20,2.27064e-09,1.98265e-09,1.90349e-09,0.0,9.60255e-11,1.35524e-29,1.07827e-05,1.29198e-14,1.01815e-31,1.74603e-14,9.27308e-23,3.98531e-15,0.0,1.05595e-09,9.63381e-22,1.39251e-25,8.55415e-08,5.55849e-26,6.49399e-23,4.54817e-24,4.25766e-07,9.83925e-34,1.48443e-10,0.000101531,4.65114e-13,2.32313e-05,0.000371906,1.36659e-07,2.00807e-14,4.26353e-36,0.0035845,5.20733e-16,3.82468e-14,1.29635e-17,1.02592e-15,8.65859e-21,2.68463e-22,1.54018e-12,1.88682e-21,7.46087e-08,0.000603712,4.90816e-19,6.1501e-38,2.45579e-32,2.45074e-05,6.74706e-06,8.50438e-05,0.00155254,7.08587e-17,0.559289,9.94926e-13,1.5523e-17,2.43265e-12,2.67527e-14,6.17983e-20,0.0,5.04655e-19,2.42845e-28,9.20924e-09,5.0378e-16,1.70131e-22,8.42189e-21,5.7926e-14,4.04937e-10,1.56197e-10,1.56509e-13,2.59304e-27,3.23764e-22,2.21868e-21,3.87312e-32,3.56282e-26,7.21539e-15,1.52916e-16,0.372189,8.00189e-11,1.38768e-09,2.35594e-16,9.85487e-08,0.0563489,1.39303e-16,1.18162e-09,5.51509e-10,0.0,0.0,5.92492e-22,0.0,1.41736e-10,6.07271e-18,0.00543444,1.78036e-32,1.22412e-09,2.29704e-38,1.0516e-08
406,0.0,0.0,4.35777e-13,8.98632e-17,0.0,4.16624e-10,2.89207e-08,1.14405e-24,9.61461e-33,0.0,5.1676e-24,0.0,1.02367e-31,1.34284e-38,0.0,5.80015e-05,0.0,2.80994e-21,0.0,0.0,0.0,4.22456e-27,0.958532,0.0,5.53843e-29,9.12326e-26,6.19476e-27,0.0,6.94727e-05,3.0465e-10,4.01993e-08,6.74976e-06,7.35668e-15,1.00821e-09,6.72031e-10,9.56232e-29,0.0115891,7.30147e-33,3.58598e-35,6.26388e-21,9.99095e-12,0.0,2.81099e-12,9.48946e-16,1.8765e-20,6.30464e-05,1.01347e-06,0.0,0.0,0.0,0.0114752,3.92316e-12,1.82297e-06,1.42507e-10,2.60119e-30,1.52653e-05,4.18051e-06,1.00993e-15,5.34856e-17,0.0132533,1.521e-29,0.0,1.33251e-26,4.18279e-15,4.31041e-22,1.20883e-31,2.11977e-14,1.64672e-07,3.84101e-16,1.23404e-07,0.000170596,2.22724e-05,4.52714e-14,4.01343e-19,0.0,0.0,5.27346e-25,6.06373e-11,7.44154e-06,5.68853e-14,8.40057e-05,9.57669e-06,5.70278e-05,2.56139e-05,1.2514e-26,0.0,6.53958e-09,0.00455377,3.92913e-31,0.0,1.49472e-32,0.0,4.76956e-18,7.18972e-36,1.71585e-23,0.0,3.48669e-11,0.0,0.0
